penulis,id_user,waktu,isi_tweet,label
i want to live in uk / nyc,@i want to live in uk / nyc,2024-12-16T14:23:30.000Z,OH NOOOO THE URGE BUAT JAWAB UAS LANGSUNG COPAS DARI CHATGPT TUH KEK NJIRR.. INI GW UDAH BUNTU,-1
uzairo~,@uzairo~,2024-06-04T16:13:12.000Z,"Minggu-minggu UAS, chatGPT sampe down gitu ya. Wkwkwk",0
this is fifik,@this is fifik,2023-06-16T03:18:28.000Z,"lagi uas chatgpt an udah selesai 30 soal 20 menit, sisa 30 menit aku gabut wkwk",1
,@,2025-05-22T16:08:50.000Z,guys ada yg belajar buat uas dibantu chatgpt gaa? bagii tips nya dun,1
bit,@bit,2024-12-17T08:02:48.000Z,chatgpt limit perplexity limit consensus limit emg gokil 6 project mini research di uas kali ini wkwkwkwk,1
?ra?,@?ra?,2025-07-02T03:54:17.000Z,"1. Baca modul, klw susah ngertinya bkn pdf per bab trus minta gemini/chatgpt buat jlsin,  catat. 2. Jwb soal latihan yg di modul. 3. Dari pdf td minta gemini/chatgpt buatin soal latihan, catat dan jwb sndr. 4. Nah pas mau uas baca� dah itu cttn dan soal� td, insya Allah ngebantu",1
"ciayoyue store// jual chatgpt,disney,wetv","@ciayoyue store// jual chatgpt,disney,wetv",2023-12-10T12:44:39.000Z,Bsk aku uas tp ga fokus ges,0
ipeh,@ipeh,2023-12-18T14:08:30.000Z,uas hibud kali ini disponsori oleh chatgpt,1
Patimah Wijayanti,@Patimah Wijayanti,2025-09-20T11:07:46.000Z,"Untuk buku yang lebih menekankan teori, aku pake metode slimming terus di stabilo. Untuk buku yang lebih menekankan praktik, aku kerjakan aja latihan soalnya. Pas tuton bisa minta Chatgpt menjelaskan ulang materi tersebut. Pas Deket UAS minta buatkan latsol ke Chatgpt",1
Laurensius Tomiko,@Laurensius Tomiko,2023-12-21T12:11:59.000Z,Kalo ga ada ChatGPT fix UAS aing E semua anjir wkwk,1
Tanzuki,@Tanzuki,2023-06-01T14:04:50.000Z,"ges katanya UAS banyak onsite :) rumornya ketawan banyak pake ChatGPT. Nah kalau mau pake ChatGPT, minimal parafrase lahhhhh ",0
nikiniku,@nikiniku,2023-07-31T11:42:28.000Z,shout out to aw (yang awikwok mampus) dapet b+ meskipun uas pake chatgpt dikit,1
baybay,@baybay,2023-02-03T03:07:06.000Z,rusakk chatgpt bantu uas oop gw HAHAHA  walaaupun gabisa jawab keseluruhan cmn ambil core konsep dari respon AInya,1
I'm out ,@I'm out ,2023-06-19T11:26:33.000Z,Kek mana pula ceritanya kau uas ngerjain pake chatgpt astaghfirullah. Esai pendapat pula. Dah ya tobat kau,-1
ijat,@ijat,2025-06-01T19:46:07.000Z,"gila yak uas udah pake chatgpt pun masih sesusah itu ngok bgt otak plis bekerja walaupun sedikit,,,",-1
diwdaw,@diwdaw,2023-12-13T02:06:34.000Z,BISA GAKSIHH GUE KERASUKAN CHATGPT... RAWRRR WRRR WRRRR BISA GASIHH...ARGHHH... AKAN KU JAWAB SOAL UAS TAPI SAMBIL LIAT PLAFON,1
ryn ?.?? ?. k. ia,@ryn ?.?? ?. k. ia,2024-01-11T09:40:16.000Z,"jawab UAS mikir sendiri dpt nilai jelek, eh temenku yg pake chatgpt malah dpt bagus anjjj emgg",-1
natnat....,@natnat....,2024-02-06T01:22:24.000Z,"gua dapet c juga ya ikhlas, berarti kemampuan gua emg segitu dan gua akuin emg ga belajar banyak pas mau uas. nilai tuton juga ga yg sempurna amat, di sekitaran 80-90an ga lebih. karena emg  ga copas chatgpt atau apalah itu. jadi ya ga kesel yg sampe marah sih ",0
Aoezill,@Aoezill,2025-01-08T03:14:42.000Z,percuma kuliah 1 semester pas uas dikasih kisi� tetep aja nyari jawabannya di chatgpt,-1
,@,2023-01-22T05:13:11.000Z,Ngerjain soal UAS yang sifatnya takebhome terus dijawab pake chatGPT Open AI mantep banget gila. Hampir 90% jawabannya bener ,1
flying v,@flying v,2023-07-13T04:38:42.000Z,mvp uas hari ini : ChatGPT,1
Tanzuki,@Tanzuki,2024-01-12T22:34:57.000Z,"liat latsoal UAS temen"" kebanyakan jawaban chatgpt padahal jawaban ada di PPT lmao",-1
bobo 24/7,@bobo 24/7,2025-12-14T17:38:47.000Z,#zonauang BUTUH CHATGPT PRO 3 HARI DOANG BUAT BELAJAR UAS pls urgent JANGAN NIPU YA atau ga nanti diviralin xixi #WTB,1
dua,@dua,2026-01-21T05:36:44.000Z,"malah disuruh presentasi tiap pertemuan, dosennya ngang ngong, mhs nya cari materi di chatgpt, tiba tiba UAS haha",-1
lova?,@lova?,2024-01-25T04:48:54.000Z,"ya Allah. sebodo� nya gue soal bahasa Inggris, tp klo UAS gk pernah make chatgpt",-1
lili | wts chatgpt premium 3 bulan 25k,@lili | wts chatgpt premium 3 bulan 25k,2025-06-01T23:40:11.000Z,"kapan uas ini selesai, ai mau baca buku",0
BEL,@BEL,2024-07-07T15:38:13.000Z,uas open google or chatgpt bisa gasi,0
Juno (UAS era) ,@Juno (UAS era) ,2025-12-07T17:16:08.000Z,pake chatgpt buat bantu belajar ternyata efektif banget,1
juni gemini,@juni gemini,2024-12-12T01:04:23.000Z,chatgpt error dunia gue kyk berhenti.... tidak..... jgn error dl plis.... blm beres uas osefis....,1
v,@v,2023-12-12T07:23:00.000Z,sedih bgt uas filsaf pada pake chatgpt ajg bete,-1
namaku ara,@namaku ara,2024-12-03T02:50:16.000Z,Anjirrr tadi pas uas hukum agraria ada yang nyontek pake chatgpt pertama kali liat orang ujian nyontek pake robottt anjerr wkwkwk kocakk,0
fasbre,@fasbre,2025-05-08T07:25:44.000Z,"Di tahun ini, gue denger sendiri ada mahasiswa S2 yg ngirim UAS pake chatGPT, tanpa diotak-atik sama sekali.   Hasilnya? Dapet nilai bagus :)  Selain jelek adab mahasiswanya, jelek banget juga kinerja dosen + kampusnya (scr ga langsung), mager bgt bikin sistem penilaian yg oke?",-1
rigel ?,@rigel ?,2023-06-20T11:21:42.000Z,WKWKKWWKKW RILL BGT temenku jg kmrn pas project uas make chatgpt ,0
uburubur,@uburubur,2024-03-27T05:31:08.000Z,"percakapan setelah uas fisika yang menurtku oaling GONG  : entok piro?  : 50an pokoke  : gawe opo  : chatgpt,gemini, kabeh cok  meanwhile aku yg ga buka ai  batinku ""anjing trs aku dpt berapaaa""",-1
bob the pimple,@bob the pimple,2023-06-11T16:48:59.000Z,"keren aku sudah menamatkan uas kominter, terima kasih chatgpt ",1
Jelly,@Jelly,2023-06-16T14:49:52.000Z,"Diingetin dosen uas writing misal plagiarisme nya lebih dari 30% auto E. Udah ovt walau gk nyontek takut ada yg mirip di internet, eh baru sadar gak ada yang nulis deskripsi Himuro Reiji. Chatgpt aja ditanyain Himuro Reiji malah nyasar Himuro-nya Kuroko No Basket .",-1
Lunar ,@Lunar ,2024-08-02T13:28:00.000Z,"Jawaban uas chatgpt, baca jurnal/case yg beberapa lembar aja minta resume chatgpt juga ",-1
d,@d,2025-01-09T04:19:56.000Z,"sia� cok mlebu kuliah lek nilai e ga adil jancok  sekalian ae tipsen terus, uts uas modal chatgpt anj  ppqppqppq",-1
fish = ikan,@fish = ikan,2024-12-16T03:29:38.000Z,Sulit dipercaya dulu menamatkan dasprog tanpa chatgpt,1
ilo,@ilo,2024-12-20T02:38:27.000Z,uas kalo g dibantu Allah ya dibantu ghaib (chatgpt),1
maca,@maca,2025-06-22T13:23:45.000Z,Ngerjain uas ini bener bener bikin gila semua orang pada pakai chatgpt jdi sama semua jawabannya kudu mutar otak buat parafrase,-1
Rumz,@Rumz,2023-07-12T14:53:33.000Z,"Uas d1 was super hectic Anjirlah pen tanya chatgpt, tp chatgptnya overload, saya sampe tdk bisa masuk Apakah org2 jg sedang uas dan menggunakan chatgpt?",0
genu,@genu,2025-06-12T10:17:41.000Z,"6. Tips menghadapi UAS  Baca modul tapi malah gak paham? Langsung ganti cara lain daripada habisin waktu, cari sumber lain materi ntah dari youtube, ppt google, atau minta jelasin sama AI (ChatGPT / Gemini) dengan bahasa bayi.  Gak harus pro atau premium ya!",1
Mon,@Mon,2023-07-04T02:05:49.000Z,"Ngapain si nder pake chatgpt, ortumu udh mahal2 kuliahin km buat belajar eh malah uas jwbnnya dijokiin chatgpt usaha dlu aja sndiri nder, walopun nnt hasilnya pas2an tp kan itu hasil keringatmu sendiri",-1
shoo,@shoo,2024-12-31T17:54:52.000Z,"semangat. belajar pake chatgpt membantu banget loh, nder. aku kirim ppt/doc dari dosen ke gpt minta dipelajarin trus minta rangkuman atau latihan soal, surprisingly kemarin soalnya hampir sama ky UAS. tapi kalo matkul matematika teknik, chatgpt agak bodoh.",0
,@,2025-01-09T05:11:33.000Z,gak kebayang ngerjain uas BAD tanpa chatGPT...,-1
????? ??.????,@????? ??.????,2024-01-09T15:47:05.000Z,"we have our own standard. if u nyontek = DO. beneran DO, seangkatan tuh udh ada yg DO krn ketauan uas pake chatgpt. do not underestimate sunib motto. bc its REAL",-1
.,@.,2025-06-03T15:32:57.000Z,"aaaa pasti sendernya kalau uas buka chatgpt ya, kalau lisan gabisa buka chatgpt",-1
khai,@khai,2024-06-03T14:25:43.000Z,mampus project juga uas juga INI  OTAK GUE DICOMPARE AMA OTAKNYA CHATGPT KAH,-1
rach ,@rach ,2024-01-27T01:19:08.000Z,"bentar, kalo bisa pake chatgpt > pake hp > uas take home/bisa buka hp  kenapa ga pake google translate aja...",0
es es,@es es,2024-12-12T01:27:04.000Z,chatgpt down untungnya pas lagi ga uas ,0
Allyi TERONG | CF 22 ,@Allyi TERONG | CF 22 ,2025-01-06T14:48:22.000Z,Eh sumpahh kesel bgt pas UAS writing ada yg nyari di chatgpt faggg  mau ku aduin tp kita miss ijah,-1
mollllllllll?�kinda ia,@mollllllllll?�kinda ia,2025-02-08T09:09:43.000Z,"kondisi saat UTS UAS  chatGPT : ""ini beneran gua semua yang ngerjain?""",1
sally ??? ?? ??,@sally ??? ?? ??,2023-07-11T14:52:55.000Z,"Wkw ga lucky banget. Ak kira tgs uas mingdep, tnyt hari ini :) trs tgsny disuru copas bikin buku dr chatgpt. Eh malah chatgpt skg down ",-1
natnat....,@natnat....,2024-02-06T01:25:26.000Z,"temen gua sempurna, ga ada yg nilai 80an dia di tuton, tapi uas anjlok parah. kenapa? pake chatgpt, buka modul cuma liat rangkuman yg 2 paragraf itu.  padahal udh gua bilang, jgn selalu pake chatgpt, walaupun nilai bagus, tapi emg bisa paham sama apa yg pelajarin? engga juga kan",-1
?,@?,2025-02-06T05:30:32.000Z,"� nyicil pelajarin modul min 50% sebelum tuton dimulai � kenali cara belajar kamu, kalo cara belajar aku harus dirangkum. jadi aku usahain buat rangkum semua materi yg ada di modul (bs minta bantuan chatgpt buat bantu rangkum) � belajar buat uas secara intens & kerjain latsol",1
ayesA,@ayesA,2025-06-11T12:54:39.000Z,"semoga besok pas uas ct, aku kerasukan chatgpt",1
pitosaurus,@pitosaurus,2025-06-04T14:47:54.000Z,sudah saatnya gw dan chatgpt memasak uas stki,1
na,@na,2025-12-17T06:48:46.000Z,konsep ngerjain uas mpk agama setengah jam motivasinya apaan sih mkst gw soalnya udh bocor ya trs lu tinggal ngapalin jawaban dr chatgpt,-1
frdnsyi_,@frdnsyi_,2023-07-07T02:14:53.000Z,UAS mudah jika memakai chatgpt wkwokwokwo,0
sepa,@sepa,2025-06-12T07:56:40.000Z,"""about today""  siang tadi kelas kami melakukan uas untuk matkul aljabar linear, sebelumnya saya sudah belajar tidak seperti sebelumnya, sekarang saya tdk bisa bertanya kepada seseorang tetapi berubah menjadi sesuatu yaitu ""chatgpt"" sebelum uas itu dimulai semua berjalan lancar...",1
baihaqyyy,@baihaqyyy,2023-06-23T00:42:50.000Z,uas grammar lawan chatgpt semua,0
boyoje,@boyoje,2022-12-09T16:21:00.000Z,"hmmm karena mepet, tiba2 kepikiran buat kerjain UAS pake ChatGPT WKWK",1
boyoje,@boyoje,2022-12-09T17:22:01.000Z,"terlalu seru exploring ChatGPT, sekarang kembali ke plan awal, ngerjain UAS pake chat gpt wkwkkw",1
"ciayoyue store// jual chatgpt,disney,wetv","@ciayoyue store// jual chatgpt,disney,wetv",2021-11-28T15:48:53.000Z,besok uas awokawok semoga lancar aamiin,1
Maulana Nugraha,@Maulana Nugraha,2022-12-09T06:56:28.000Z,UAS kali ini dicarry oleh ChatGPT ,1
ar? fh chatgpt quillbot app edit ios andro,@ar? fh chatgpt quillbot app edit ios andro,2021-11-29T02:51:30.000Z,"aku close order buat bbrpa hari kedepan kalau mau renewal atau garansi dm/chat aja yaa bakalan aku kerjain kokk, wwkwk mau uas jdnya close order duluu, makasii ",0
duta chatgpt,@duta chatgpt,2021-01-27T15:51:56.000Z,"Setelah UAS selesai, langsung dong jam segini udah ngantuk bgt. Padahal kemarin2 hampir sebulan tidur jam 2 terus :"") Alhamdulillah yah ngga lanjut jadi insomnia.",0
" NETFLIX, NORD VPN, CAPCUT, CHATGPT","@ NETFLIX, NORD VPN, CAPCUT, CHATGPT",2020-07-14T00:33:38.000Z,fix dosen w ketiduran. uas dari sebelum lebaran sampe sekarang nilai belum di publish-publish,-1
" NETFLIX, NORD VPN, CAPCUT, CHATGPT","@ NETFLIX, NORD VPN, CAPCUT, CHATGPT",2020-12-13T03:11:50.000Z,shock ih besok udah uas aja,1
hmchgctvkbe #AlwaysP0,@hmchgctvkbe #AlwaysP0,2022-12-19T18:35:13.000Z,harusnya kmrn uas agama pake chatgpt,1
" NETFLIX, NORD VPN, CAPCUT, CHATGPT","@ NETFLIX, NORD VPN, CAPCUT, CHATGPT",2020-05-13T06:53:53.000Z,KELAR JUGA UAS LAKNAT HARI INI,0
Ama,@Ama,2025-07-14T06:11:21.000Z,Cb cari di chatgpt promptnya gini Tolong bantu hitungin ya :  perhitungan nilai akhir Nilai tuton x 30% + Nilai uas x 70% = ?  Nilai tuton bisa berkontribusi jika jawaban benar minimal 30%  Hukum adat  - nilai tuton ** - uas benar ** dari 45 soal,1
jeaa,@jeaa,2024-01-19T01:16:05.000Z,kek njir matkul agama gosah berangkat jg tar ngerjain uas jg bisa karna liat chatgpt,-1
" NETFLIX, NORD VPN, CAPCUT, CHATGPT","@ NETFLIX, NORD VPN, CAPCUT, CHATGPT",2020-12-22T02:26:42.000Z,�save the best for the last� sangat cocok sekali utk uas smt ini alias matkulnya duarrr,0
Chan,@Chan,2024-06-10T00:51:20.000Z,"Wkwkwk duhh uas aja pake chat gpt tuh gimana, pdhl uas b indo, bahasa indonesia jawabnya pake chatgpt, kacau kacau",-1
kodok terbang,@kodok terbang,2025-06-10T12:45:05.000Z,ini chatgpt error pas bgt lg uas???,-1
duta chatgpt,@duta chatgpt,2021-07-05T07:46:27.000Z,Jam segini udah selesai kerjaan hari ini. Saatnya ngerjain UAS  Hidupku lucu bgt. Alhamdulillah.,0
kucing,@kucing,2024-08-13T08:31:01.000Z,"Aku juga gitu nder, soalnya maksimalin uas belajarnya sprint dibantu chatgpt",1
alan,@alan,2023-06-05T07:11:45.000Z,"selain laundry, pkl, magang, gue jg lagi pusing banget mikirin uts pdp yg besok trus abistu gue jg pusing mikirin uasny sama anril karna gue ga ngerti affh affh slama ini pake chatgpt HWKWSUEKWIA trus nanti pas uas begimana yh gatau ah pusing pengen manggil pak fa ""ayah""",0
faim?,@faim?,2025-06-13T03:01:58.000Z,masih ga habis pikir kmrn waktu uas sps ada anak depanku buka file pra uas karna emng semirip itu soal uasnya trus juga sempet buka hp BAHKAN sampe buka chatgpt kek.. klo mau nyontek pinter dikit plis� layarmu gede dan cerah itu keliatan bngt ya ampun�,-1
BeheadedNevire,@BeheadedNevire,2024-12-05T17:55:13.000Z,Uas ini memberiku kesempatan untuk bonding lebih dalam dengan chatgpt  (Jd makin sayang),1
pj,@pj,2025-01-05T07:33:42.000Z,besok uas artinya sudah saatnya menyiksa chatgpt *buatkan pertanyaan dari file yg aku kirim* *buatkan flashcard* *bantu aku hafalan* *berikan pertanyaan pilgan dari file yg aku kirim*,1
Quiet Bloom ,@Quiet Bloom ,2023-12-28T09:06:23.000Z,"Bisa2nya bapak2 di wa grup kampus pada wa minta dikirimin jawaban UAS hukum ekonomi dan SDA pas tau gw udah ngirim email jawaban itu UAS.   Emang susah banget sih. Tapi kan ada ChatGPT, google, dll. Kreatip dikit napa.",-1
ridhwan,@ridhwan,2023-01-15T10:57:19.000Z,lagi sering pake chatGPT buat bantu nugas dan uas,1
?,@1,2025-11-18T14:33:22.000Z,"""katanya canva, chatgpt sama ai detector servernya down karena lagi pada uas"" ""x jga cnh""  berarti pada uas di x ya? WKWKWK CEKIKIKAN",0
"ayaa.  fast wa  disney, canva, chatgpt | opress","@ayaa.  fast wa  disney, canva, chatgpt | opress",2023-11-13T14:29:26.000Z,besok uas sih ,0
nad,@nad,2026-01-07T12:53:34.000Z,"hal wajib ketika anak ilkom UAS adalah semua harus premium (canva, chatgpt dan capcut)",1
sena,@sena,2023-06-13T09:41:03.000Z,mending ditegur karena make chatgpt di kelas daripada ketahuan make chatgpt pas uas ,-1
??,@??,2024-12-09T09:39:03.000Z,tbtb kepikiran org yg ngerjain uas komprof pake chatgpt..... komprof..... pake chatgpt...... KOMPROF.........,-1
kugo,@kugo,2025-01-13T04:20:59.000Z,"keseringan nonton sidang bikin aplikasi chatgpt jadi kepikiran, bisa ga ya kita kembangin chatgpt cuma skrg basisnya agama islam?  jadi datasetnya dari transkrip video qna konsultasi sama ustad2 gitu, kayak uas, uah, buya yahya, khalid basalamah, ustad firanda, dll. pokoknya dari",1
Gal,@Gal,2023-12-04T07:29:16.000Z,ada ya uas ct buka chatgpt?,0
The Department of Unbothered Affairs #1312,@The Department of Unbothered Affairs #1312,2024-07-01T00:17:24.000Z,chatgpt capek ga ya disuruh inov jelasin materi uas dengan bahasa gaul setiap hari,1
kay,@kay,2025-08-02T01:26:52.000Z,sumpah ngerjain uas 40 soal cuma 20 menit modal chatgpt dan ngebut karna ngantuk berat bgsttt,1
,@,2023-12-10T22:55:30.000Z,gmn ya ngerjain uas alpro yg ngoding di kertas soalnya tiap laprak aku pake chatGPT ,-1
fattannn,@fattannn,2025-06-07T16:34:21.000Z,mendingan gemini pro or  ChatGPT ? W/ the context here buat penjelasan soal / pembahasan buat persiapan UAS,1
rest | pecel 5 rebuan,@rest | pecel 5 rebuan,2024-12-09T07:33:26.000Z,kita pasrahkan uas kali ini kepada Allah dan ChatGPT,1
aydnina,@aydnina,2025-12-14T03:34:22.000Z,Gue demot belajar persiapan uas and all i do is bikin premis novel bersama chatgpt...,-1
Wulan,@Wulan,2025-06-21T06:25:28.000Z,"Orang-orang udah pada kumpul laporan, tapi aku belum  Ya Allah gimana ini, masih belum mood buat baca jawaban uas anak-anak karena kebanyakan pake chatgpt",-1
nagi,@nagi,2025-06-26T03:05:49.000Z,"chatgpt gua selama uas:   ""ini bocah dongo beneran kuliah apa enggak sih, kok tolol""",-1
sjdhdkmhgh,@sjdhdkmhgh,2025-06-24T12:27:41.000Z,malu deh kalo nugas uas lagi diluar terus ngerjainnya pake chatgpt,-1
Tzern�b�g,@Tzern�b�g,2024-01-27T04:35:03.000Z,Kayak yg jawab uas pake chatGPT kemarin itu?,-1
rasy ???,@rasy ???,2023-05-27T09:15:12.000Z,"uas gw jd pada onsite gr"" ps uts bnyk yg ketauan pk GPT, trs jg ada yg ketauan cr chatgpt nya ga dihapus . gw uts jg si kl dh mentok pk nya gpt, tp di parafrase lg",-1
ra,@ra,2024-12-12T06:31:11.000Z,UAS open source tp chatgpt lagi error,-1
?,@?,2025-06-02T19:58:17.000Z,kayaknya kalau chatgpt bisa ngomong dia udah teriak� karena gw babuin selama seminggu terakhir buat bikin rangkuman UAS,1
0 u 0,@0 u 0,2024-12-06T10:06:53.000Z,"menjelang uas, siapa yg butuh chatgpt premium? aku jual ",0
Asa,@Asa,2025-07-27T05:26:58.000Z,"Ngomongin uas kapan hari, sebelahku buka chatgpt di hpnya dari sesi 1-3. Pas sesi 2 kirain khilaf karna open book kan jurusannya, eh malah fotoin soal  kok berani? Mbak pengawasnya ngasih peringatan di awal sesi 2 sih, tapi yo nggak ngaruh  Btw ada 2 cctv di kelas, so- ",-1
eiji.wav,@eiji.wav,2023-07-02T13:36:06.000Z,"capek banget tiap kelas ngasih effort tinggi buat nyatet, ss, dan nginget semua materi buat uas tapi yang diapresiasi malah yang pake chatgpt. aku im fine",-1
RAL,@RAL,2024-06-03T01:41:13.000Z,top1 uas buka chatgpt,1
?,@?,2024-05-30T06:46:31.000Z,chatgpt 4o gw udh limit saatnya rehat dr nugas YAALLAH PROJECT GUEEE pasrah aja kli ya uas dapet b...,0
AQIL LAGI NGANTUK BGT,@AQIL LAGI NGANTUK BGT,2024-12-08T14:08:29.000Z,"Gua selama belbar: share SELAMAT UAS, chattan sama chatgpt, tidur. Ga heran kalo UAS gua dapet A semua ",1
luna quarter crisis,@luna quarter crisis,2024-06-14T05:13:36.000Z,BUTUH CHATGPT HARIAN/MINGGUAN YANG STRONG ACC GAK GAMPANG KEDEACT ADA GAK? URGENT BUAT UAS #ZONAUANG,0
"kinoy inact, will b back ","@kinoy inact, will b back ",2024-05-28T08:43:37.000Z,guru aku blak blakan bilang kalo dia ngebuat soal uas nya make chatgpt karena males  sekelas beneran nyengir satir ,-1
jasthia,@jasthia,2025-12-16T14:47:59.000Z,"Ak ngerjaij sat set krn chat gpt, ini besok UAS ga open book, ga chatgpt nasibku kek mana yah",-1
Hoshinova,@Hoshinova,2025-01-09T05:48:06.000Z,Itu yang ngerjain PG UAS di SEB lewat iPad terus nilai PGnya bagus uraianny jelek   Asuk lu Chatgpt aja suruh kuliah jing,-1
maya?,@maya?,2025-12-22T08:29:40.000Z,ada ae mukjizat uas hari ini (chatgpt dan bocoran soal),1
Stardragun,@Stardragun,2025-07-06T08:17:26.000Z,"Ini kayanya uas lisan semua, biar g bisa kiat chatgpt deh hmmm�..",-1
nunut masih mau mati,@nunut masih mau mati,2024-12-20T11:38:47.000Z,chatgpt mahal ya ngentot ,1
Jiv.,@Jiv.,2024-11-23T17:09:55.000Z,"ternyata banyak materi kuliah yang udah gue lupa, jujur soal soalnyang di kasih chatgpt lebih ke soal soal uts/uas dulu",1
Raxa,@Raxa,2023-12-04T03:04:55.000Z,"Minimal bgt kl pake chatgpt ato ambil dri artikel di parafrase njing, ga waton copas jancok. Udah g nyambung tll lg, beban klmpk njir mana uas lg",-1
Erick,@Erick,2024-06-04T14:36:52.000Z,Please ini lagi ngerjain uas kenapa ChatGPT pake acara ngedown segala,-1
samsul,@samsul,2025-12-22T03:12:09.000Z,"jujur pas tau oomf pake chatgpt pas quiz, udah gak bisa positive thinking lagi pas liat nilai UAS dia bagus bgt drpd temen2 yg lain",-1
Unpadfess X Kosaga Garmen,@Unpadfess X Kosaga Garmen,2025-12-08T11:56:43.000Z,"hai pad! ada yang lagi pusing UAS ga nih? Siapa tau pengen belajar bareng ChatGPT Pro, aku ada 35k/bulan private akun sendiri no sharing history. aku juga ada perplexity pro sama gemini pro. reply aja yaa",1
Unpadfess X Kosaga Garmen,@Unpadfess X Kosaga Garmen,2025-12-02T02:55:30.000Z,"hai pad! sebentar lagi UAS nih, siapa yang mau belajar pake chatgpt pro . aku ada chatgpt pro 35k sebulan, private pakai akun sendiri no sharing history. aku juga ada perplexity pro dan gemini pro kalo mauu. reply aja yaa",1
sahara,@sahara,2026-01-21T07:18:23.000Z,kepuasan tersendiri kalo jawab uas pake catetan (jurnal) tulis tangan gue sendiri kayak deym yeah no chatgpt,1
caa�,@caa�,2024-07-09T01:52:06.000Z,"soal uas ku hari ini ""buat 5 pertanyaan yang tidak bisa di jawab chatgpt?""  me as well = HOW TO MAKE HIM FALLING FOR ME THOUGH",0
diardalen,@diardalen,2023-11-14T09:20:42.000Z,Saya adalah ChatGPT (abis uts mis),0
saaaaaa ,@saaaaaa ,2023-10-15T14:22:58.000Z,Kira2 pak barra bikin soal uts strukal cari ide dari chatgpt ga ya,0
Mrs. Kennedy,@Mrs. Kennedy,2025-11-13T02:42:37.000Z,ngomong ke gw yang jadi saksi mata ELU NGERJAIN UTS PAKE CHATGPT DI KAMAR GW!!!!,-1
Izzy,@Izzy,2024-10-16T04:34:04.000Z,"bajingan, chatgpt overpower juga ni lama lama buat hafalan, latihan soal keren amat cuyy ni AI  bantu bgt belajar uts gini jirlah",1
powerangers,@powerangers,2024-03-29T15:25:02.000Z,chatgpt pun jadi penolong ke stress an ku pd uts kali ini,1
panggil aja abin ,@panggil aja abin ,2025-04-16T15:32:30.000Z,wtb chatgpt harian atau 7 hari yang gercep pls mau latihan soal uts  #zonauang,1
pratama tapi bukan arhan.,@pratama tapi bukan arhan.,2024-11-04T13:36:23.000Z,"terima kasih chatGPT, UTS dadakan jadi selesai",1
gon,@gon,2024-10-14T06:40:51.000Z,Orang yang bangga pake chatgpt pas UTS kata gue mah lu se egois itu sampe ga mikirin aftermath kalau lu ketauan satu kelas bisa kena... najis... gausah bangga dan diomongin terus. Lu cuman keliatan goblok sumpah mending lompat dari gedung sono kontol,-1
panggil aja abin ,@panggil aja abin ,2025-04-16T15:30:06.000Z,wtb chatgpt yang gercep pls mau latihan soal uts  #zonauang,1
sagi,@sagi,2025-04-14T00:17:29.000Z,Bang uts bang  cuma modal kuis 50 soal sama zio (chatgpt) awoakwok,1
ann,@ann,2024-05-01T06:21:20.000Z,mau jadi ap bangsa ini jikalau sdm nya menjawab uts dengan chatgpt ((aku)),-1
i0naa,@i0naa,2025-11-14T17:28:57.000Z,"setelah perang sm muskuloskeletal, sensori dan persarafan, next nya matkul komunitas, ada apa dengan soal yg sgt chatgpt coded itu?? even temenku iseng buat soal dri materi di chatgpt dan pas uts yg keluar exactly sekalimatnya sama... wow gpp lucky us karna easy 8/10!!!",0
rakan,@rakan,2024-11-05T12:43:50.000Z,uts pake chatgpt ttp aja jelek anjir,-1
athena,@athena,2023-05-08T09:36:18.000Z,pas uts malah lupa buka chatgpt jir,0
yusa,@yusa,2025-04-17T11:27:46.000Z,eh yang uts nyontek chatgpt mending ulang cdt pepek,-1
? jahh ?,@? jahh ?,2023-11-15T01:57:08.000Z,siap chatgpt sblm uts,1
disha,@disha,2024-10-02T15:02:33.000Z,"uts kalau gabisa ngerjain jangan minta bantuan chatgpt, minta bantuan itu ke Allah SWT  masyaAllah",1
faa,@faa,2024-11-01T12:12:15.000Z,orang2 yg cepet banget ngerjain UTS tu otak nya dipasangin chatgpt ap gmn,0
dey,@dey,2026-01-19T12:21:32.000Z,"harusnya dia ga segitu ip nya jir lah, langganan buka chatgpt uts & uasnya ga heran dapet segitu ip nya",-1
?.,@?.,2024-10-07T11:16:55.000Z,"kuliah cuma dengerin temen presentasi, tiap pertemuan disuruh cari materi di chatgpt tbtb uts",-1
keira,@keira,2023-03-23T21:02:24.000Z,"ada tuh karya ilmiah se aer aer nanya chatgpt, yang ada uts gw nilainya suruh minta sama allah langsung",-1
arga,@arga,2023-05-01T17:56:11.000Z,Saya kak uts pake chatgpt,0
Dit,@Dit,2025-10-15T09:58:36.000Z,"Ada aja klakuan minus mhsiswa gen z pas UTS. - Contekan dtulis d tembok - pke smartwatch - contekan diprint n dgunting kecil2 - pke hp dtaro dlm tmpt pensil - contekan dtaro d bwh papan jalan - soal dpoto slmbar, dkirim k chatgpt - bawa contekan pk kertas buram, tinggal dtukar ",-1
cal,@cal,2023-11-07T09:30:13.000Z,aku kl bs chatgpt akan aku chatgpt semua uts,1
barca,@barca,2024-04-08T09:40:44.000Z,"jujur, diri gue dan chatgpt ini udh siap buat uts tertulis..",1
Zy,@Zy,2025-09-29T14:38:38.000Z,"WKWKWKW izy puw tanpa chatgpt+ pas uts, aduhhhh kasian deh",1
