isi_tweet,label
kek mana pula ceritanya kau uas ngerjain pake chatgpt astaghfirullah esai pendapat pula dah ya tobat kau,-1.0
gila yak uas udah pake chatgpt pun masih sesusah itu ngok bgt otak plis bekerja walaupun sedikit,-1.0
bisa gaksihh gue kerasukan chatgpt rawr wr wr bisa gasihhargh akan ku jawab soal uas tapi sambil liat plafon,1.0
jawab uas mikir sendiri dpt nilai jelek eh temenku yg pake chatgpt malah dpt bagus anj emgg,-1.0
percuma kuliah semester pas uas dikasih kisi tetep aja nyari jawabannya di chatgpt,-1.0
ngerjain soal uas yang sifatnya takebhome terus dijawab pake chatgpt open ai mantep banget gila hampir jawabannya bener,1.0
mvp uas hari ini chatgpt,1.0
liat latsoal uas temen kebanyakan jawaban chatgpt padahal jawaban ada di ppt lmao,-1.0
butuh chatgpt pro hari doang buat belajar uas pls urgent jangan nipu ya atau ga nanti diviralin xixi,1.0
malah disuruh presentasi tiap pertemuan dosennya ngang ngong mhs nya cari materi di chatgpt tiba tiba uas haha,-1.0
ya allah sebodo nya gue soal bahasa inggris tp klo uas gk pernah make chatgpt,-1.0
pake chatgpt buat bantu belajar ternyata efektif banget,1.0
chatgpt error dunia gue kyk berhenti tidak jgn error dl plis blm beres uas osefis,1.0
sedih bgt uas filsaf pada pake chatgpt ajg bete,-1.0
di tahun ini gue denger sendiri ada mahasiswa s yg ngirim uas pake chatgpt tanpa diotak-atik sama sekali hasilnya dapet nilai bagus selain jelek adab mahasiswanya jelek banget juga kinerja dosen kampusnya scr ga langsung mager bgt bikin sistem penilaian yg oke,-1.0
percakapan setelah uas fisika yang menurtku oaling gong entok piro an pokoke gawe opo chatgptgemini kabeh cok meanwhile aku yg ga buka ai batinku anjing trs aku dpt berapa,-1.0
keren aku sudah menamatkan uas kominter terima kasih chatgpt,1.0
diingetin dosen uas writing misal plagiarisme nya lebih dari auto e udah ovt walau gk nyontek takut ada yg mirip di internet eh baru sadar gak ada yang nulis deskripsi himuro reiji chatgpt aja ditanyain himuro reiji malah nyasar himuro-nya kuroko no basket,-1.0
jawaban uas chatgpt baca jurnalcase yg beberapa lembar aja minta resume chatgpt juga,-1.0
sia cok mlebu kuliah lek nilai e ga adil jancok sekalian ae tipsen terus uts uas modal chatgpt anj ppqppqppq,-1.0
sulit dipercaya dulu menamatkan dasprog tanpa chatgpt,1.0
uas kalo g dibantu allah ya dibantu ghaib chatgpt,1.0
ngerjain uas ini bener bener bikin gila semua orang pada pakai chatgpt jdi sama semua jawabannya kudu mutar otak buat parafrase,-1.0
tips menghadapi uas baca modul tapi malah gak paham langsung ganti cara lain daripada habisin waktu cari sumber lain materi ntah dari youtube ppt google atau minta jelasin sama ai chatgpt gemini dengan bahasa bayi gak harus pro atau premium ya,1.0
ngapain si nder pake chatgpt ortumu udh mahal kuliahin km buat belajar eh malah uas jwbnnya dijokiin chatgpt usaha dlu aja sndiri nder walopun nnt hasilnya pasan tp kan itu hasil keringatmu sendiri,-1.0
gak kebayang ngerjain uas bad tanpa chatgpt,-1.0
we have our own standard if u nyontek do beneran do seangkatan tuh udh ada yg do krn ketauan uas pake chatgpt do not underestimate sunib motto bc its real,-1.0
a pasti sendernya kalau uas buka chatgpt ya kalau lisan gabisa buka chatgpt,-1.0
mampus project juga uas juga ini otak gue dicompare ama otaknya chatgpt kah,-1.0
eh sumpahh kesel bgt pas uas writing ada yg nyari di chatgpt fag mau ku aduin tp kita miss ijah,-1.0
kondisi saat uts uas chatgpt ini beneran gua semua yang ngerjain,1.0
wkw ga lucky banget ak kira tgs uas mingdep tnyt hari ini trs tgsny disuru copas bikin buku dr chatgpt eh malah chatgpt skg down,-1.0
temen gua sempurna ga ada yg nilai an dia di tuton tapi uas anjlok parah kenapa pake chatgpt buka modul cuma liat rangkuman yg paragraf itu padahal udh gua bilang jgn selalu pake chatgpt walaupun nilai bagus tapi emg bisa paham sama apa yg pelajarin engga juga kan,-1.0
nyicil pelajarin modul min sebelum tuton dimulai kenali cara belajar kamu kalo cara belajar aku harus dirangkum jadi aku usahain buat rangkum semua materi yg ada di modul bs minta bantuan chatgpt buat bantu rangkum belajar buat uas secara intens kerjain latsol,1.0
semoga besok pas uas ct aku kerasukan chatgpt,1.0
sudah saatnya gw dan chatgpt memasak uas stki,1.0
konsep ngerjain uas mpk agama setengah jam motivasinya apaan sih mkst gw soalnya udh bocor ya trs lu tinggal ngapalin jawaban dr chatgpt,-1.0
about today siang tadi kelas kami melakukan uas untuk matkul aljabar linear sebelumnya saya sudah belajar tidak seperti sebelumnya sekarang saya tdk bisa bertanya kepada seseorang tetapi berubah menjadi sesuatu yaitu chatgpt sebelum uas itu dimulai semua berjalan lancar,1.0
hm karena mepet tiba kepikiran buat kerjain uas pake chatgpt wkwk,1.0
terlalu seru exploring chatgpt sekarang kembali ke plan awal ngerjain uas pake chat gpt wkwkkw,1.0
besok uas awokawok semoga lancar aamiin,1.0
uas kali ini dicarry oleh chatgpt,1.0
fix dosen w ketiduran uas dari sebelum lebaran sampe sekarang nilai belum di publish-publish,-1.0
shock ih besok udah uas aja,1.0
harusnya kmrn uas agama pake chatgpt,1.0
cb cari di chatgpt promptnya gini tolong bantu hitungin ya perhitungan nilai akhir nilai tuton x nilai uas x nilai tuton bisa berkontribusi jika jawaban benar minimal hukum adat - nilai tuton - uas benar dari soal,1.0
kek njir matkul agama gosah berangkat jg tar ngerjain uas jg bisa karna liat chatgpt,-1.0
wkwkwk duhh uas aja pake chat gpt tuh gimana pdhl uas b indo bahasa indonesia jawabnya pake chatgpt kacau kacau,-1.0
ini chatgpt error pas bgt lg uas,-1.0
aku juga gitu nder soalnya maksimalin uas belajarnya sprint dibantu chatgpt,1.0
masih ga habis pikir kmrn waktu uas sps ada anak depanku buka file pra uas karna emng semirip itu soal uasnya trus juga sempet buka hp bahkan sampe buka chatgpt kek klo mau nyontek pinter dikit plis layarmu gede dan cerah itu keliatan bngt ya ampun,-1.0
uas ini memberiku kesempatan untuk bonding lebih dalam dengan chatgpt jd makin sayang,1.0
besok uas artinya sudah saatnya menyiksa chatgpt buatkan pertanyaan dari file yg aku kirim buatkan flashcard bantu aku hafalan berikan pertanyaan pilgan dari file yg aku kirim,1.0
bisanya bapak di wa grup kampus pada wa minta dikirimin jawaban uas hukum ekonomi dan sda pas tau gw udah ngirim email jawaban itu uas emang susah banget sih tapi kan ada chatgpt google dll kreatip dikit napa,-1.0
lagi sering pake chatgpt buat bantu nugas dan uas,1.0
hal wajib ketika anak ilkom uas adalah semua harus premium canva chatgpt dan capcut,1.0
mending ditegur karena make chatgpt di kelas daripada ketahuan make chatgpt pas uas,-1.0
tbtb kepikiran org yg ngerjain uas komprof pake chatgpt komprof pake chatgpt komprof,-1.0
keseringan nonton sidang bikin aplikasi chatgpt jadi kepikiran bisa ga ya kita kembangin chatgpt cuma skrg basisnya agama islam jadi datasetnya dari transkrip video qna konsultasi sama ustad gitu kayak uas uah buya yahya khalid basalamah ustad firanda dll pokoknya dari,1.0
chatgpt capek ga ya disuruh inov jelasin materi uas dengan bahasa gaul setiap hari,1.0
sumpah ngerjain uas soal cuma menit modal chatgpt dan ngebut karna ngantuk berat bgst,1.0
gmn ya ngerjain uas alpro yg ngoding di kertas soalnya tiap laprak aku pake chatgpt,-1.0
mendingan gemini pro or chatgpt w the context here buat penjelasan soal pembahasan buat persiapan uas,1.0
kita pasrahkan uas kali ini kepada allah dan chatgpt,1.0
gue demot belajar persiapan uas and all i do is bikin premis novel bersama chatgpt,-1.0
orang-orang udah pada kumpul laporan tapi aku belum ya allah gimana ini masih belum mood buat baca jawaban uas anak-anak karena kebanyakan pake chatgpt,-1.0
chatgpt gua selama uas ini bocah dongo beneran kuliah apa enggak sih kok tolol,-1.0
malu deh kalo nugas uas lagi diluar terus ngerjainnya pake chatgpt,-1.0
kayak yg jawab uas pake chatgpt kemarin itu,-1.0
uas gw jd pada onsite gr ps uts bnyk yg ketauan pk gpt trs jg ada yg ketauan cr chatgpt nya ga dihapus gw uts jg si kl dh mentok pk nya gpt tp di parafrase lg,-1.0
uas open source tp chatgpt lagi error,-1.0
kayaknya kalau chatgpt bisa ngomong dia udah teriak karena gw babuin selama seminggu terakhir buat bikin rangkuman uas,1.0
ngomongin uas kapan hari sebelahku buka chatgpt di hpnya dari sesi - pas sesi kirain khilaf karna open book kan jurusannya eh malah fotoin soal kok berani mbak pengawasnya ngasih peringatan di awal sesi sih tapi yo nggak ngaruh btw ada cctv di kelas so-,-1.0
capek banget tiap kelas ngasih effort tinggi buat nyatet ss dan nginget semua materi buat uas tapi yang diapresiasi malah yang pake chatgpt aku im fine,-1.0
top uas buka chatgpt,1.0
gua selama belbar share selamat uas chattan sama chatgpt tidur ga heran kalo uas gua dapet a semua,1.0
guru aku blak blakan bilang kalo dia ngebuat soal uas nya make chatgpt karena males sekelas beneran nyengir satir,-1.0
ak ngerjaij sat set krn chat gpt ini besok uas ga open book ga chatgpt nasibku kek mana yah,-1.0
itu yang ngerjain pg uas di seb lewat ipad terus nilai pgnya bagus uraianny jelek asuk lu chatgpt aja suruh kuliah jing,-1.0
ada ae mukjizat uas hari ini chatgpt dan bocoran soal,1.0
ini kayanya uas lisan semua biar g bisa kiat chatgpt deh hm,-1.0
chatgpt mahal ya ngentot,1.0
ternyata banyak materi kuliah yang udah gue lupa jujur soal soalnyang di kasih chatgpt lebih ke soal soal utsuas dulu,1.0
minimal bgt kl pake chatgpt ato ambil dri artikel di parafrase njing ga waton copas jancok udah g nyambung tll lg beban klmpk njir mana uas lg,-1.0
please ini lagi ngerjain uas kenapa chatgpt pake acara ngedown segala,-1.0
jujur pas tau oomf pake chatgpt pas quiz udah gak bisa positive thinking lagi pas liat nilai uas dia bagus bgt drpd temen yg lain,-1.0
hai pad ada yang lagi pusing uas ga nih siapa tau pengen belajar bareng chatgpt pro aku ada kbulan private akun sendiri no sharing history aku juga ada perplexity pro sama gemini pro reply aja yaa,1.0
hai pad sebentar lagi uas nih siapa yang mau belajar pake chatgpt pro aku ada chatgpt pro k sebulan private pakai akun sendiri no sharing history aku juga ada perplexity pro dan gemini pro kalo mauu reply aja yaa,1.0
kepuasan tersendiri kalo jawab uas pake catetan jurnal tulis tangan gue sendiri kayak deym yeah no chatgpt,1.0
ngomong ke gw yang jadi saksi mata elu ngerjain uts pake chatgpt di kamar gw,-1.0
bajingan chatgpt overpower juga ni lama lama buat hafalan latihan soal keren amat cuyy ni ai bantu bgt belajar uts gini jirlah,1.0
chatgpt pun jadi penolong ke stress an ku pd uts kali ini,1.0
wtb chatgpt harian atau hari yang gercep pls mau latihan soal uts,1.0
terima kasih chatgpt uts dadakan jadi selesai,1.0
orang yang bangga pake chatgpt pas uts kata gue mah lu se egois itu sampe ga mikirin aftermath kalau lu ketauan satu kelas bisa kena najis gausah bangga dan diomongin terus lu cuman keliatan goblok sumpah mending lompat dari gedung sono kontol,-1.0
wtb chatgpt yang gercep pls mau latihan soal uts,1.0
bang uts bang cuma modal kuis soal sama zio chatgpt awoakwok,1.0
mau jadi ap bangsa ini jikalau sdm nya menjawab uts dengan chatgpt aku,-1.0
uts pake chatgpt ttp aja jelek anjir,-1.0
eh yang uts nyontek chatgpt mending ulang cdt pepek,-1.0
siap chatgpt sblm uts,1.0
uts kalau gabisa ngerjain jangan minta bantuan chatgpt minta bantuan itu ke allah swt masyaallah,1.0
harusnya dia ga segitu ip nya jir lah langganan buka chatgpt uts uasnya ga heran dapet segitu ip nya,-1.0
kuliah cuma dengerin temen presentasi tiap pertemuan disuruh cari materi di chatgpt tbtb uts,-1.0
ada tuh karya ilmiah se aer aer nanya chatgpt yang ada uts gw nilainya suruh minta sama allah langsung,-1.0
ada aja klakuan minus mhsiswa gen z pas uts - contekan dtulis d tembok - pke smartwatch - contekan diprint n dgunting kecil - pke hp dtaro dlm tmpt pensil - contekan dtaro d bwh papan jalan - soal dpoto slmbar dkirim k chatgpt - bawa contekan pk kertas buram tinggal dtukar,-1.0
aku kl bs chatgpt akan aku chatgpt semua uts,1.0
jujur diri gue dan chatgpt ini udh siap buat uts tertulis,1.0
wkwkwkw izy puw tanpa chatgpt pas uts aduh kasian deh,1.0
uts ct dan plis jangan buka chatgpt atau wa tar bakal auto e,-1.0
lahh temen kampus gw goblok lagi uts nyontek ke chatgpt eh tulisan by chatgpt nya ikutan ditulis juga di kertas atuh ketauan sama dosen ya,-1.0
dan ngerjain puluhan paper minimal words itu andai dr dl ada chatgpt pasti gw ga gila tiap utsuas,1.0
pernah liat adik tingkat lagi remed uts makul gnss tapi jawab pake chatgpt padahal soalnya dijawab manusia aja hampir gabisa ga akan bisa ai itu untuk pertanyaan simpel dan nggak komprehensif,1.0
sebelum itu semua kita perlu membuat chat khusus tentang siapa kita supaya ai bisa mengetahui profil kita contoh hai chatgpt saya seorang sarjana hubungan internasional dari universitas x menyukai gaya analisis geopolitik csis atau yusof ishak lanjutkan sendiri,1.0
hmm malah nanya balik gini aku dokter lulusan universitas chatgpt lagi ngebatin gimana kalau abis ini kita jahit dan kita bordir,-1.0
ka percuma dikasih pendidikan gratis tapi gak masuk ke otaknya buktinya aja dikasih edukasi gratis sama dokter spesialis eh dokternya digblokin sama orang lulus universitas chatgpt wkwk,1.0
ilmu itu luas karena dokter kadang masih banyak juga yang buka chatgpt saat kerja buka buku teks sampai call of friendseniornya kalo ketemu pasian aneh jadi dokter juga tetap harus belajar lagi dan belajar terus walau sudah spesialis alirannya bisa beda antar universitas,1.0
dipilih oleh pelamar program ilmu humaniora i universitas tokyo yang sangat kompetitif chatgpt mencetak skor persen lebih tinggi dari persen pada tahun dan persen pada tahun lifeprompt telah menguji ai generatif ini sejak tahun,1.0
iseng nanya chatgpt masih gak mudeng sama syarat dan alurnya salah duanya bahasa inggris toefl terus alurnya sd smp singapura dan australia yg setara sma mana biar bisa masuk universitas yg australia katanya kursus bahasa jadi lieur,-1.0
awas salah nama nanti jadi bahan bully an lagi thn itu namanya belom sipenmaru thn - namanya masih skalu sekretariat kerja sama antar lima universitas lalu menjadi skasu tapi pada thn tsb sudah diumumkan juga melalui surat kabar ini kata chatgpt ya,-1.0
lha trus apa manfaatnya bagi rakyat sumber ilmu jaman sekarang bisa di google youtube chatgpt dan platform lain sekarang orang bisa menciptakreasi hanya dengan belajar di youtube tanpa harus masuk universitas,1.0
x pernah lg pkai chatgpt sbb i terlaluu genius ala ala bdk snu yg msk universitas war lwn oxford mit bagai bye,-1.0
pasti lulusan universitas chatgpt,-1.0
dengan perguruan tinggi yg makin gilaan uang sekolahnya udh saatnya ga sih pada daftar perguruan tinggi online aja atau manfaatkan chatgpt dkk itu trus kudu ada yg bikin asosiasi universitas by ai utk bagian kontrol kualitas bisa murah meriah sbnrnya kan ya,1.0
maka kalau berkenan saudara buat universitas yg pengajarnya chatgpt kalau memang bisa mencetak para budak korporat karena memang sudah tidak ada lulusan s yg ikhlas digaji rendah hanya karena pengabdian mending kerja di ln lalu didik keturunannya di univ terbaik dunia,-1.0
chatgpt sudah di larang di beberapa sekolah dan universitas di amerika bahkan di australia dan india,-1.0
sudah jaman chatgpt dan metaverse kenapa harus kerja di kantor kan bisa lewat slack koordinasi kerjanya sudah jaman chatgpt dan metaverse kenapa harus belajar di universitas kan bisa lewat discord koordinasi belajarnya,1.0
universitas kok malah sama kemajuan teknologi chatgpt dan text generator bebasis ai memunahkan kalau bisa nulis beratus-ratus halaman itu artinya begitu ketemu mesin yg bisa bikin text sekejap mata langsung panik tuh para professor,1.0
ya gaapa kan emang mending chatgpt daripada sarjana tp kenapa ya mending sahabatan sama chatgpt daripada manusia,1.0
ya gaapa kan emang mending chatgpt daripada sarjana,1.0
hhaha sarjana google gini dahh orang sekolah bener tahunan mempelajari sesuatu ini main pangkas bikin narasi jurnal pake google dan chatgpt,-1.0
aduh jadi ketauan kan kalo aku tuh buzzer nomor satu buat ngetawain kelakuan menggemaskan mamang mhmmdzikrii si sarjana ekonomis yg suka menjadikan chatgpt sebagai argumen dalam berdebat,1.0
udah ga keluar lagi tuh dan penjelasan kontekstual terkait data yg dia bawa sendiri wkwwkwk kicep bang udah bang udah menggemaskan sekali si sarjana ekonomis asal kemanggisan satu ini chatgpt dulu atuh a,1.0
patah apaan sik elah kocak banget ngobrol sama orang yg halu ngerasa pinter begini dijelasin soal kolerasinya tapi malah belagak pasip agresip sok savage wkwkwkwkw bloon bgt sarjana ekonomis didikan chatgpt satu ini,1.0
pftt begitu disenggol soal teknis penggunaan data yg lebih detail responnya langsung begini kagok yah mamang sarjana ekonomis ditanya soal metode ngolah data dan lain lain ya maklum kalo situ dikit dikit pake chatgpt macem orang gabisa mikir dah ah assalamualaikum,-1.0
apa yang diharapkan dari sarjana modal chatgpt dan uang banyak dari ortu,-1.0
sarjana chatgpt wkwkkw,-1.0
dikasih fakta ngamuk wkwk padahal gw kritik dunia pendidkan indo yg gw ngomong fakta dek gw lulus sebelum ada chatgpt yang elu pake sekarang sekarang sarjana chatgpt modal parafrase,-1.0
ternyata gelar sarjana matematika gua kepake juga gila ngitung kpi aja jadi forecasting data oya belum kelar nih dari kemarin masih ngobrol sama chatgpt,1.0
sarjana chatgpt modal parafrase ngamuk,-1.0
mereka yang lulusan sarjana atau profesional lebih sering pakai chatgpt buat kebutuhan kerja sekaligus decision support tapi buat belajar dan cari info hampir semua lapisan ikut ngerasain manfaatnya,1.0
baru mencoba teknologi yang bernama chatgpt untung adanya sekarang kalo udah dari dulu kayanya aku akan lulus sarjana dengan tolol deh i mean it brings everything to your table like,-1.0
padahal aku ngajar pake chatgpt soalnya gak sesuai dengan passion aku pendidikannya siswa aku kelas smp muhammadiyah dan aku sarjana paud haiya tidak nyambung aku suruh belajar sendiri ga bisa krn pola pikirnya masih kaya anak tk kalo dari segi psikologis usianya,1.0
chatgpt kl tanya ngobrol yg ngga kaku amat dan butuh jawaban cepet kl yg ngitung sarjana teknik jelas deepseek jawabannya,1.0
aku juga kurang tau tapi chatgpt bilang startingnya rmk gaji basic untuk lepasan diploma kalo ditambah elaun itu ini mungkin around rmk yang lepasan sarjana around rmk basic elaun mungkin rmk gitu tiap tahun juga ada kenaikan gaji based on pangkatnya sih,1.0
sebel banget ih udh sarjana kok disuruh bikin lapkas ga bisa bikin sitasi yg bener anjir stres gue trs ya minimal kalo mo ambil dri chatgpt diparafrase gtu pake kepala jangan parafrase pake chatgpt lagi trs masukin sitasi yg relevan anjirngrghr gemes,-1.0
wkwk sarjana chatgpt hade gliran dites langsung ngang ngong ngang ngong,-1.0
iya sama wkwk sbg sarjana tanpa bantuan chatgpt patut berbangga sih kita,-1.0
bahahaha mana iya lagi kalo kebanyakan tanya chatgpt nanti gelarnya bukan s tapi sgpt alias sarjana googling dan prompt tumpul akhirnya cuma jago copy-paste jawaban tapi otak tetep loading kayak wi-fi ilang koneksi mending mikir sendiri gak sih biar nggak jadi kayak,-1.0
gak bisa bjir nanti dibilang sarjana chatgpt,-1.0
eh sedih bgt dah artwork ghibli bisa di-generate dari chatgpt kek ya allah it should be expensive loh gegara wapres nih ai ai jadi dinormalisasi kasian art creator asli apalagi yg sampe sekolah sarjana buat ngulik seni ini,-1.0
contoh benci -some nyebut w sarjana tolol tpi g ngaca iya w kopastpi itu msih diketik ulang g plek ketiplek ye asu lu tuh kopas pake chatgpt ya bedanya apa cok sama sarjana tolol juga gamau mikir kan - some especially woman onjang anjing di chat wkwkwk,-1.0
banyak yg jadi sarjana teknik kimia modal chatgpt,-1.0
pikiran random malam ini kayaknya gue nanti kalau udah sarjana mau berkebun aja deh atau buka usaha karena kayaknya kemampuan gue cuma sebatas pake chatgpt,-1.0
otw nanya chatgpt dahwkwkwk,1.0
ga tau btmwang cuma baca di berita wkwkwkwkwk selebihnya tanya ke chatgpt aja kali aja bisa ngasih tau,1.0
ada aja sarjana chatgpt,-1.0
waduh yang sarjana chatgpt nya,-1.0
wkwkwn ngakak bgt yg jd sarjana mlh chatgpt,-1.0
setelah sarjana google dan sarjana tiktok muncul klien dengan prodi chatgpt,-1.0
context dulu gw kuliahnya industrial product designer lulus dapet sarjana teknik wkwkwk kalo sekarang cuma jadi tukang copas code dr chatgpt dan ngaku jadi engineer btw gass itu yg mau apply ya,-1.0
sarjana chatgpt,-1.0
jadi sarjana chatgpt wkwkwkwk,-1.0
ini omongan orang yg ga pernah kerja di industri kreatif atau apa pun yg dia sebutin itu ya soalnya ai tuh ttp keliatan ai chatgpt aja salah terus ini kayak bilang mampus kalian semua sarjana sekarang ada google orang bs googling sendiri only dumbasses said that,-1.0
astaga inikah sarjana chatgpt itu,-1.0
habis sarjana google sarjana wikipedia ada lagi sarjana chatgpt,-1.0
temenku jg ada yg skripsinya dibantu chatgpt jd penasaran yg pantes bergelar sarjana dia atau chatgpt,-1.0
iyak nanti yg dapet gelar sarjana chatgpt,-1.0
dadi sarjana chatgpt ae,-1.0
syarat pengajuan jadi apt - ijazah sarjana farmasi - profesi apt - history chatgpt,-1.0
kalo begini terus gw lulus gelarnya sarjana chatgpt,-1.0
gaada org yg pengen bayar berjuta buat jd sarjana chatgpt mau jd idealis tp ini komunikasi aku syg komunikasi tp otakku aja yg belum capable menerima sebercampurnya berbagai disiplin ilmu untung gw sadar diri kagak ambil volunteeran smpe kelar sem satu nnti,-1.0
diskusi ini menjadi mendesak seiring pesatnya kemajuan ai yang telah memengaruhi masyarakat sejak kemunculan openai dan chatbot seperti chatgpt kongres as semakin mengkhawatirkan dampak buruk dari keberadaan ai tersebut pemerintah di seluruh dunia khawatir dengan potensi,-1.0
sbgai sarjana chatgpt alangkah baik nya kita saling support,1.0
teman sy mulai menjelma jdi sarjana chatgpt,-1.0
tidak papalah selamaa chatgpt bisa ngasi lu ide nanti idenya dikembangin sama lu sendiri cari jurnal tapi gue ga usah jelasin banyak banyak lu kan udah sarjana paham lah harus kayak gimana semangat,1.0
an sarjana google an lulusan bootcamp chatgpt,-1.0
kok nyolot kamu njing sekarang cari informasi ga sulit njing cari di youtubegoogle chatgpt tinggal ketik kalau kamu pingin tahu ijazah asli lulus tahun dan fakultas sama dgn jokowi roy suryo cs sdh mengantongi itu secara cuma njing,1.0
stop pake chatgpt kamu tuh di fakultas hukum hukumini pengacara masa depan negara mana ada yang ga marah,-1.0
maaf chatgpt keliru soal terminologi pada fakultas kehutanan ugm pakai bagian bukan jurusan formal ada manajemen hutan budidaya hutan dulu silvikultur teknologi hasil hutan konservasi sumber daya hutan jokowi di bagian manajemen ekonomi kayu alumni,-1.0
habis mengkaji realitas sosial bersama anak intern alias chatgpt ofkors membangun konstruksi pemikiran yang tentunya juga menghimpun teori konsep akan objek bahasan gila ye hari ini bs jd anak psikolog fakultas syariah komunikasi bahkan antropologi kurang dr semester,1.0
buu ayoo buu semoga cepet selesai nih zoom fakultas deh ak mauu bljr tiu lagi siang ini ntar malam bing dehhbljr apa yaa bing skbtanyakan chatgpt awowkwowko,1.0
hati bang rismon ada perubahan data di ai seperti chatgpt dan grok tentang jurusan teknologi kayu di fakultas kehutanan ugm awalnya dinyatakan tidak ada sekarang hasil grok menyatakan itu bagian dari fakultas kehutanan,-1.0
bahkan baca au pun dari chatgpt pft pantes aja u semua dapet wapres yang mau ngebuat fakultas ai,-1.0
hem beliau ngga dibayar chatgpt kah terkesan seperti agen saja ai dalam lingkup fakultas terkait building harusnya kalau tinggal sma sd tk berarti user,-1.0
i see karena repliesnya pada ngira fakultas ai ini isinya cuma search-search chatgpt gitu ya bukan belajar soal ai sendiri sebenarnya beberapa kampus punya prodi sejenis ai ini cuma gak jadi fakultas juga ditambah ada gibran di situ jadi makin gak karuan komentarnya,-1.0
aku kuliah di fakultas hukum jurusan hukum internasional aku mainly pakai google untuk riset krn chatgpt belum bisa provide jawaban yg lengkap dan sesuai dgn dasar hukum yg ada google masih sangat berguna buat nyari jurnalbuku yg relevan sama kasus-kasus hukum internasional,-1.0
iqro lmaoaoaoa lo kuliah di kampus mana fakultas mana yang ngajarin lo buat pake chatgpt sebagai source buat bikin argumen nah kampus lo yang ngajarin gitu jelas jelas abal ngehasilin mahasiswa modal chatgpt,-1.0
cuman fakultas gw bikin pembekalan pake chatgpt wkwkkwkwkw bapak wd pak herman idamanku wkwkwkw filkom sekali,1.0
ga habis pikir ada mentoring ini diluar kegiatan kampusfakultas yang menyarankan anggotanya buat pakai chatgpt tapi sebagai sumber ide utama kek wah,-1.0
puja chatgpt ilmu kelautan justru di departemen kita wyn teknik fisika juga ada perairan ada juga cuma gatau fakultas mana,-1.0
well ga bisa nyalahin juga soalnya fakultas ilmu komputer dan doi dosen tentang machine learning jadi sebagai mahasiswadosen fakultas it dan berada di matkul machine learning juga harus mempelopori salah satu produk machine learning yaitu chatgpt,1.0
kayak sekolah di fakultas teknik di aja isinya engineer chatgpt,-1.0
iya anak anak jaman sekarang dikit chatgpt mau wa dosen pembimbing aja pake chatgpt,-1.0
dosen pembimbing ku juga bilang kalo ada yang gak ngerti dan si bapak sibuk aku disuruh tanya chatgpt wkwk,1.0
dosen pembimbing skripsiku juga gitu kita gapapa kalo mau pake chatgpt tapi harus bijak jangan asal copas tapi ya gapapa kalo mau memnafaatkan chatgpt,1.0
kekurangan loe belum bisa sehuman chatgptsecepat responnya chatgptne nurut gwdan fitur chatgpt dah main banyakbuat ppt bantu cv simpen bio ngomong sopan kayak dosen pembimbing gtu mas bro,1.0
my pembimbingskrg apa udah mudah kaya ai gunakan apapun yg bisa digunakan bicara legal gak legal kadang juga dosen nyuruh cari di scihub padahal itu bajakan kadang juga pake spss crack menurut gw chatgpt jauh lebih legal emg di luar konteks sih ini,1.0
justru dosen pembimbing aku suka bilang manfaatkan teknologi itu kamu bisa cari di chatgpt aja kalo gak ngerti,1.0
bertemu dosen yg seperti itu dosen pembimbing saya sendiri ketika saya bertanya beliau mengaku tidak begitu menguasai akhirnya disuruh nanya chatgpt dan diberikan beberapa situs resources yang kemungkinan membantu,1.0
jujur dosen pembimbing saya pada saat itu juga nyaranin saya pake chatgpt kak asal mahasiswanya pas ditanyain bisa jawab bisa mempertanggungjawabkan yang ditulis dan paham fundamentalnya jangan asal comot malah beliau blak-blakan bilang suka pake quillbot,1.0
chatgpt pakai perintah act as dosen pembimbing wkwkwk,1.0
senyawa,1.0
sangat senyawa,1.0
senyawa sekali,1.0
ini senyawa,1.0
yang senyawa,1.0
steroidal,1.0
sangat steroidal,1.0
steroidal sekali,1.0
ini steroidal,1.0
yang steroidal,1.0
uniseluler,1.0
sangat uniseluler,1.0
uniseluler sekali,1.0
ini uniseluler,1.0
yang uniseluler,1.0
neuralgia,1.0
sangat neuralgia,1.0
neuralgia sekali,1.0
ini neuralgia,1.0
yang neuralgia,1.0
magrur,1.0
sangat magrur,1.0
magrur sekali,1.0
ini magrur,1.0
yang magrur,1.0
indranila,1.0
sangat indranila,1.0
indranila sekali,1.0
ini indranila,1.0
yang indranila,1.0
termasyhur,1.0
sangat termasyhur,1.0
termasyhur sekali,1.0
ini termasyhur,1.0
yang termasyhur,1.0
tujul,1.0
sangat tujul,1.0
tujul sekali,1.0
ini tujul,1.0
yang tujul,1.0
sangat irit,1.0
irit sekali,1.0
ini irit,1.0
yang irit,1.0
panteistis,1.0
sangat panteistis,1.0
panteistis sekali,1.0
ini panteistis,1.0
yang panteistis,1.0
mengucapkan selamat,1.0
sangat mengucapkan selamat,1.0
mengucapkan selamat sekali,1.0
ini mengucapkan selamat,1.0
yang mengucapkan selamat,1.0
solven,1.0
sangat solven,1.0
solven sekali,1.0
ini solven,1.0
yang solven,1.0
vital,1.0
sangat vital,1.0
vital sekali,1.0
ini vital,1.0
yang vital,1.0
seminar,1.0
sangat seminar,1.0
seminar sekali,1.0
ini seminar,1.0
yang seminar,1.0
sangat berharga,1.0
sangat sangat berharga,1.0
sangat berharga sekali,1.0
